phone_number,email,credit_score,age_group,family_background,income,education_level,employment_type,website_engagement_score,last_contact_date,intent_score,intent_binary
001-878-538-5550,cyates@example.net,698,46-55,Married with Kids,49906,High School,Self-employed,55,2025-03-24,94,1
001-241-413-9393x8138,albertshaffer@example.com,699,46-55,Single,36533,High School,Full-time,31,2025-06-04,64,1
620.405.3514,rebeccasilva@example.org,680,56+,Widowed,72767,Master's,Full-time,34,2025-05-22,78,1
522-607-9078,rwalker@example.com,766,46-55,Married,25051,Bachelor's,Full-time,19,2025-02-07,77,1
+1-476-693-2228x07402,jbailey@example.com,706,36-45,Married with Kids,62359,Master's,Full-time,63,2025-04-21,100,1
624.769.7486,brenda38@example.com,670,46-55,Married with Kids,56564,Bachelor's,Self-employed,74,2025-04-25,100,1
9025592675,leejerry@example.com,728,46-55,Married,52852,Professional,Retired,34,2025-05-26,91,1
001-827-315-2336x193,kimberly49@example.org,550,18-25,Divorced,15000,Professional,Unemployed,23,2025-02-06,33,0
333-557-9612x275,louis40@example.com,567,26-35,Divorced,24049,High School,Full-time,58,2025-06-24,49,0
(826)315-5097,kaitlinschaefer@example.com,752,56+,Married with Kids,75659,Master's,Self-employed,68,2025-06-27,100,1
473.321.5716,sknight@example.net,745,46-55,Single,102130,Master's,Full-time,41,2025-02-24,90,1
+1-460-284-3170x34665,brandifitzgerald@example.com,680,46-55,Married with Kids,71577,Bachelor's,Full-time,48,2025-04-30,93,1
001-573-371-2391x304,cordovadavid@example.net,716,36-45,Married,40553,High School,Full-time,83,2025-05-31,85,1
385-746-8375,thomasmurray@example.net,624,36-45,Single,23881,High School,Full-time,23,2025-02-18,57,0
001-216-340-7448x627,rubeneaton@example.net,565,26-35,Married with Kids,15000,Bachelor's,Unemployed,82,2025-04-23,65,1
9617336550,kellerkaitlyn@example.org,735,36-45,Single,64322,Bachelor's,Full-time,33,2025-06-14,90,1
762.953.2832,thomaslisa@example.com,767,36-45,Married,101322,Master's,Self-employed,70,2025-04-30,100,1
001-723-985-9916x729,mary29@example.org,654,36-45,Married with Kids,65282,Bachelor's,Full-time,59,2025-04-10,100,1
611-431-4480,zhall@example.net,689,26-35,Married with Kids,15590,High School,Retired,57,2025-06-24,94,1
321-413-4833x9461,kellermadison@example.com,624,18-25,Married with Kids,33990,Bachelor's,Full-time,57,2025-03-11,68,1
+1-881-220-0033x89320,lleon@example.org,740,26-35,Married,84310,Master's,Full-time,69,2025-02-23,100,1
708-629-0198x1466,grosstom@example.com,614,26-35,Married,51805,Master's,Full-time,66,2025-04-27,88,1
+1-338-451-6286x151,michaeljohnson@example.com,575,56+,Single,51940,Bachelor's,Full-time,27,2025-03-22,61,1
001-858-778-3352x804,hhoward@example.net,657,56+,Married,23469,High School,Retired,70,2025-05-04,62,1
001-497-238-4131x975,fharrison@example.net,670,36-45,Single,25945,Bachelor's,Part-time,26,2025-06-23,70,1
281-278-8953,barreraerin@example.com,594,18-25,Married with Kids,24145,PhD,Part-time,36,2025-07-02,31,0
(555)589-5072x4663,twright@example.org,612,36-45,Single,56859,Master's,Full-time,41,2025-03-11,79,1
438-554-3893x844,ryan56@example.org,612,26-35,Single,15000,High School,Part-time,54,2025-03-16,62,1
001-334-400-0682x405,jessica81@example.org,692,26-35,Married,42743,Professional,Part-time,46,2025-04-08,72,1
2629752440,kblackwell@example.net,661,26-35,Married with Kids,72561,PhD,Full-time,55,2025-07-04,97,1
321-853-4215,denisephillips@example.org,622,26-35,Single,50292,Bachelor's,Full-time,56,2025-03-25,79,1
(377)448-4350,gacevedo@example.net,646,56+,Divorced,31511,High School,Full-time,35,2025-01-25,42,0
508-468-0679,byrdpedro@example.net,676,46-55,Single,44272,Master's,Full-time,55,2025-02-18,53,0
+1-806-403-6483x6685,elizabethglenn@example.net,604,36-45,Married with Kids,82149,Bachelor's,Full-time,96,2025-02-11,100,1
001-885-257-9468,michael72@example.net,546,18-25,Widowed,62576,Professional,Full-time,26,2025-02-16,9,0
+1-224-297-8995x248,simsrebecca@example.com,653,26-35,Married with Kids,50998,Bachelor's,Full-time,53,2025-02-05,100,1
+1-202-236-6154,ypowell@example.org,680,26-35,Married,75552,Master's,Full-time,78,2025-02-01,100,1
512.947.9753,amanda97@example.net,684,46-55,Married with Kids,58043,Professional,Full-time,27,2025-05-18,85,1
4223940583,jackson84@example.net,714,56+,Single,17225,High School,Part-time,29,2025-05-11,37,0
001-554-556-9651x2016,michaelsalazar@example.com,694,26-35,Widowed,94270,Professional,Full-time,77,2025-02-16,82,1
958-612-6917x410,andrew05@example.org,692,26-35,Single,28116,PhD,Part-time,44,2025-05-25,52,0
+1-419-304-8285x7044,ijohnson@example.net,669,56+,Single,30212,High School,Full-time,26,2025-03-15,55,0
645.706.0530x00301,sandraortega@example.org,757,46-55,Married,91027,Bachelor's,Full-time,73,2025-05-30,100,1
001-944-314-2551x53865,robertsimmons@example.net,692,18-25,Married,17068,Bachelor's,Full-time,29,2025-07-03,57,0
(366)660-0594x6893,rfox@example.com,695,36-45,Married with Kids,36423,Bachelor's,Full-time,90,2025-03-05,100,1
001-641-396-1772x6207,michelesanchez@example.com,729,36-45,Married,24029,Master's,Part-time,54,2025-07-02,72,1
+1-924-297-7914x1198,lfowler@example.org,708,26-35,Married with Kids,37758,High School,Self-employed,51,2025-01-14,100,1
408-381-4858,vjarvis@example.org,674,26-35,Single,87322,Master's,Full-time,49,2025-04-10,96,1
844.730.0520x2922,joanna81@example.org,647,56+,Married with Kids,49716,Bachelor's,Full-time,37,2025-03-23,85,1
001-421-887-3213,pmartinez@example.net,723,56+,Married,25049,PhD,Part-time,49,2025-03-19,57,0
(621)339-6255x814,henry28@example.net,671,56+,Married with Kids,71050,Master's,Full-time,40,2025-05-25,91,1
(392)683-0537x12934,michael40@example.com,712,46-55,Married,92836,Master's,Full-time,47,2025-05-23,98,1
(392)939-1908,meghan03@example.org,610,56+,Single,50073,Bachelor's,Full-time,44,2025-03-29,68,1
001-748-486-4769x572,kfernandez@example.org,665,56+,Divorced,45685,Professional,Full-time,20,2025-01-14,51,0
486.716.2684x82507,grantjose@example.net,686,46-55,Married with Kids,15000,Bachelor's,Unemployed,49,2025-06-03,67,1
001-957-417-1770x7481,gibsonaustin@example.net,714,46-55,Single,17343,High School,Part-time,44,2025-02-04,58,0
001-500-512-0285x87470,andrew29@example.com,654,46-55,Divorced,30247,Bachelor's,Part-time,46,2025-06-08,53,0
+1-569-328-4997x346,cassidyclark@example.com,688,18-25,Married with Kids,50164,Master's,Self-employed,34,2025-02-18,99,1
001-831-754-4130x6966,joshuakelly@example.org,682,46-55,Married with Kids,33465,Bachelor's,Retired,35,2025-05-10,72,1
001-792-902-2025,bgraves@example.org,623,26-35,Single,55714,Bachelor's,Self-employed,49,2025-05-14,87,1
(944)996-7268,brettrobbins@example.com,766,46-55,Married with Kids,61329,Bachelor's,Full-time,49,2025-02-10,95,1
254-458-5924x76842,timothy13@example.com,729,36-45,Divorced,22049,Master's,Part-time,48,2025-02-10,70,1
(694)595-9141,xsutton@example.org,610,26-35,Married,22634,High School,Full-time,82,2025-02-22,82,1
578.253.3343x7040,smithpaula@example.org,580,46-55,Single,15000,Bachelor's,Student,16,2025-03-27,30,0
(221)815-8897x089,eterry@example.com,695,56+,Single,123729,Professional,Self-employed,36,2025-02-27,87,1
(436)925-1660x06429,ericsmith@example.org,635,18-25,Single,25878,PhD,Retired,28,2025-05-14,28,0
+1-242-207-6952,galvanashley@example.com,537,18-25,Married,25914,Professional,Part-time,36,2025-07-01,29,0
676-976-7287x394,hoodkeith@example.net,578,26-35,Single,18684,Bachelor's,Part-time,56,2025-02-21,65,1
3736622890,kevin43@example.org,721,18-25,Married,37532,Bachelor's,Full-time,53,2025-04-26,58,0
+1-762-812-0830x3700,james32@example.net,628,26-35,Married,33272,Master's,Part-time,52,2025-02-28,80,1
001-422-521-6291x0410,walkermichael@example.net,705,56+,Single,17746,Bachelor's,Part-time,26,2025-04-22,43,0
2875305382,sergiowillis@example.net,625,26-35,Married,56895,Master's,Full-time,47,2025-06-20,80,1
(326)473-3365x92398,maldonadoadrian@example.com,642,26-35,Widowed,58398,Bachelor's,Full-time,43,2025-03-08,78,1
6029094258,andrewjimenez@example.org,670,46-55,Married with Kids,57993,Bachelor's,Full-time,60,2025-03-07,100,1
6822768621,jessicahouston@example.net,703,36-45,Single,54825,High School,Full-time,57,2025-04-23,96,1
6919763555,shurst@example.org,627,36-45,Divorced,30198,Bachelor's,Full-time,74,2025-03-07,71,1
311.726.0877x0298,hallreginald@example.com,690,46-55,Single,75224,Bachelor's,Full-time,44,2025-06-29,80,1
2717715002,qwright@example.org,682,36-45,Single,87122,Master's,Full-time,42,2025-04-25,91,1
401-682-8471x21974,hannah05@example.com,793,46-55,Single,99913,Professional,Full-time,48,2025-01-16,82,1
775.362.0103,kaylamiranda@example.net,649,26-35,Married with Kids,62933,Bachelor's,Full-time,55,2025-01-25,100,1
(755)816-4434x74941,iwright@example.com,728,46-55,Married with Kids,34561,Master's,Full-time,62,2025-03-07,100,1
673.632.5320x372,nelsonchristina@example.com,614,26-35,Married with Kids,15000,High School,Part-time,59,2025-03-25,85,1
(564)426-2894,walkerrachel@example.org,747,46-55,Single,64278,Bachelor's,Full-time,46,2025-05-21,77,1
(743)443-5816,alexacarter@example.org,745,36-45,Married,109781,Bachelor's,Self-employed,78,2025-04-04,100,1
299.267.2446,brandon58@example.net,700,46-55,Divorced,78741,Bachelor's,Full-time,47,2025-06-03,99,1
001-264-570-9817,ahill@example.org,696,18-25,Married,47815,Master's,Full-time,47,2025-05-20,63,1
3628161175,jeffreysmith@example.org,671,26-35,Divorced,51180,Bachelor's,Full-time,56,2025-03-07,100,1
(525)836-4207,williammorris@example.com,700,46-55,Divorced,30395,High School,Full-time,27,2025-04-29,56,0
+1-884-283-6300x05918,christina69@example.com,730,46-55,Married with Kids,130683,PhD,Self-employed,81,2025-04-25,100,1
(811)672-5157,marcroberts@example.com,589,36-45,Married,15000,High School,Unemployed,56,2025-03-25,34,0
001-340-511-6308x2345,maria11@example.com,791,56+,Single,42657,High School,Full-time,38,2025-01-14,52,0
2189180591,mooremichelle@example.net,646,56+,Single,85735,Master's,Full-time,47,2025-03-11,59,0
001-544-238-7526x11910,fowlerkim@example.net,592,18-25,Married with Kids,15000,Bachelor's,Unemployed,41,2025-04-11,38,0
759.498.2303x0182,agreen@example.com,735,56+,Married with Kids,33601,High School,Full-time,59,2025-02-03,87,1
(677)983-9204x931,englishshelley@example.org,705,56+,Single,15000,Bachelor's,Unemployed,33,2025-02-09,21,0
288.315.0212x162,lwu@example.com,729,36-45,Single,42694,Master's,Full-time,50,2025-06-19,71,1
353.944.7561x953,jeremiahrusso@example.net,619,26-35,Single,15000,High School,Part-time,49,2025-01-28,61,1
(353)689-2039x28368,hillsamantha@example.org,597,18-25,Married with Kids,15000,Master's,Unemployed,12,2025-05-05,32,0
988.730.0385,cward@example.com,623,46-55,Married with Kids,38993,Master's,Full-time,41,2025-02-22,76,1
001-648-667-8032x7674,jhoward@example.com,688,46-55,Married with Kids,130199,Master's,Self-employed,75,2025-02-01,100,1
530-337-9154,cookvicki@example.org,751,36-45,Single,45143,PhD,Retired,35,2025-04-22,66,1
311-561-3456x0317,kpowell@example.org,655,26-35,Widowed,22892,Bachelor's,Full-time,49,2025-02-01,78,1
001-740-756-4643x3384,stevenferguson@example.org,607,18-25,Married with Kids,28915,Bachelor's,Full-time,36,2025-01-27,82,1
001-221-645-1865x6352,ohodges@example.org,666,46-55,Married with Kids,61985,High School,Full-time,14,2025-01-19,99,1
422-807-5484x3757,jeanevans@example.net,681,26-35,Single,15000,High School,Part-time,49,2025-03-20,77,1
001-575-294-1879x561,johnsonshelia@example.com,780,46-55,Married with Kids,146366,Master's,Self-employed,46,2025-06-14,100,1
402.981.8355x10832,lori22@example.org,659,26-35,Single,39473,High School,Self-employed,44,2025-06-17,85,1
001-940-346-3147x5436,garciamegan@example.org,711,46-55,Married,92027,PhD,Self-employed,57,2025-02-16,100,1
001-770-660-9088x98742,sellersmichelle@example.com,691,56+,Married,27065,High School,Full-time,37,2025-04-23,81,1
001-478-616-4710x6125,bryantkeith@example.org,696,36-45,Married with Kids,66809,Bachelor's,Full-time,77,2025-03-06,100,1
+1-649-614-2916x732,eric50@example.net,677,56+,Married with Kids,15000,PhD,Student,34,2025-03-13,51,0
(661)669-0846x7128,aacosta@example.com,592,18-25,Single,41148,Bachelor's,Full-time,17,2025-01-20,33,0
(462)606-9851,cdunn@example.org,690,46-55,Married with Kids,87921,Bachelor's,Self-employed,75,2025-06-01,100,1
5588173132,adkinsgregory@example.org,579,18-25,Single,15000,Bachelor's,Student,27,2025-06-09,6,0
9128087416,jenniferferguson@example.org,629,26-35,Married with Kids,15000,Master's,Part-time,79,2025-01-25,81,1
520.716.9396x79020,shall@example.net,560,18-25,Single,25285,Master's,Retired,30,2025-06-03,26,0
001-205-329-6877,pmay@example.org,580,18-25,Divorced,15000,Bachelor's,Part-time,2,2025-02-04,12,0
001-946-520-7174x563,ohill@example.com,665,26-35,Married with Kids,48450,High School,Full-time,77,2025-07-04,100,1
001-247-290-9339x319,elizabeth69@example.com,656,56+,Divorced,26298,Master's,Part-time,15,2025-07-07,62,1
740-406-7019x69664,ronald33@example.net,631,26-35,Married,101363,PhD,Full-time,81,2025-01-25,100,1
+1-776-499-4599x762,billydavis@example.net,679,46-55,Married,47467,Master's,Full-time,53,2025-02-24,88,1
001-727-720-7217x95742,reillykimberly@example.net,754,46-55,Married with Kids,100735,Master's,Full-time,60,2025-02-20,100,1
(733)535-3682,linda24@example.net,637,26-35,Single,48169,Master's,Full-time,48,2025-05-11,78,1
851-827-4861x91613,christopher36@example.net,632,26-35,Married with Kids,15000,High School,Part-time,81,2025-05-14,81,1
7316548414,weaverstephanie@example.com,637,26-35,Widowed,75620,PhD,Self-employed,48,2025-05-29,75,1
951-276-9848x570,mcook@example.org,626,56+,Single,15000,Bachelor's,Unemployed,22,2025-04-13,18,0
9308844909,gardnermatthew@example.org,625,36-45,Married,87827,Master's,Full-time,79,2025-04-26,100,1
001-563-766-3346x883,rachel52@example.org,717,46-55,Married,15000,Bachelor's,Unemployed,52,2025-03-18,67,1
(854)975-9784x8843,sarahpugh@example.net,610,18-25,Single,44453,Professional,Full-time,7,2025-05-30,35,0
+1-477-468-9254,steven73@example.com,555,18-25,Married with Kids,22152,Master's,Part-time,55,2025-01-30,64,1
+1-946-654-2473x041,ofrye@example.net,617,46-55,Married,33732,Bachelor's,Full-time,21,2025-03-17,75,1
(781)778-0399x9787,ukirk@example.net,708,26-35,Single,17154,High School,Part-time,16,2025-05-22,60,1
516-341-0148x4449,pkoch@example.org,677,46-55,Divorced,80030,Bachelor's,Full-time,43,2025-05-24,88,1
691-946-5667,websterbrittany@example.org,685,36-45,Single,29001,Bachelor's,Retired,30,2025-04-06,48,0
801-988-0232x59736,matthew56@example.com,716,56+,Married with Kids,68996,Master's,Full-time,34,2025-07-02,88,1
6924732480,david63@example.net,753,46-55,Married,132987,Bachelor's,Full-time,63,2025-05-10,100,1
+1-343-545-7746x3818,hernandezlisa@example.com,737,46-55,Married with Kids,38227,Master's,Part-time,73,2025-02-28,93,1
246.550.3248x182,uwright@example.com,660,26-35,Married with Kids,63592,Professional,Full-time,70,2025-01-17,100,1
001-754-235-2792x996,gregorymitchell@example.com,799,46-55,Single,114082,Master's,Full-time,33,2025-03-18,91,1
001-616-530-9083x878,derekcook@example.com,707,46-55,Married with Kids,81972,Bachelor's,Full-time,67,2025-06-21,100,1
(910)280-8293,justinflowers@example.com,667,56+,Married,19988,Master's,Part-time,45,2025-02-10,49,0
730-663-1420,johnsonmonica@example.net,627,26-35,Single,57067,Professional,Retired,48,2025-02-08,70,1
687-890-0682x290,james96@example.net,615,26-35,Single,55179,High School,Self-employed,15,2025-07-06,77,1
3905845621,lori12@example.org,650,18-25,Married,36103,Master's,Self-employed,57,2025-05-23,81,1
320-798-4440x413,gwilliams@example.net,721,46-55,Single,119839,Professional,Full-time,46,2025-05-16,93,1
001-718-325-5110x34998,mckinneycharles@example.net,634,26-35,Divorced,24404,High School,Full-time,72,2025-02-14,96,1
(608)779-9996x8032,petermills@example.net,616,56+,Married with Kids,67338,Bachelor's,Self-employed,42,2025-02-09,83,1
459-842-3773,rebecca35@example.com,699,36-45,Married with Kids,46002,High School,Self-employed,55,2025-03-22,100,1
8433527315,mitchelldavid@example.net,701,36-45,Married with Kids,81612,Bachelor's,Full-time,65,2025-03-28,100,1
(567)578-1947x447,vmyers@example.net,650,26-35,Single,15000,High School,Part-time,17,2025-04-07,35,0
(609)494-4940,paulbowen@example.com,682,46-55,Divorced,86688,Master's,Full-time,33,2025-05-11,90,1
213-576-9239,brenda05@example.com,623,56+,Single,15000,High School,Unemployed,16,2025-02-01,10,0
+1-292-783-2632,tammy51@example.net,702,36-45,Widowed,60616,Master's,Full-time,35,2025-04-12,100,1
877-839-5517,crystaltaylor@example.com,655,26-35,Married with Kids,28135,High School,Full-time,77,2025-05-20,95,1
001-472-569-5532x8457,barnold@example.net,643,46-55,Single,36037,Bachelor's,Part-time,25,2025-02-25,31,0
790-886-9933x685,robertsgary@example.com,683,46-55,Married,40697,High School,Full-time,32,2025-02-24,75,1
540.586.8393,albert55@example.com,590,18-25,Married,30466,Master's,Full-time,38,2025-01-15,19,0
6338302739,marcus71@example.org,556,26-35,Married with Kids,30035,Bachelor's,Full-time,85,2025-05-18,84,1
(543)701-5033x4314,xwilson@example.net,579,18-25,Divorced,15000,Bachelor's,Part-time,11,2025-06-08,22,0
973.345.2622x10631,elizabeth54@example.net,713,46-55,Married with Kids,65674,Master's,Full-time,42,2025-07-05,100,1
(426)844-7687x47567,lfernandez@example.org,603,36-45,Married with Kids,60412,Master's,Full-time,50,2025-01-24,100,1
233-574-9737x814,gonzalezjasmine@example.net,776,36-45,Married with Kids,75583,Professional,Full-time,93,2025-05-21,100,1
478.944.4646x9137,jessica64@example.net,599,56+,Married,15000,Master's,Student,67,2025-03-31,46,0
740-346-6045,tiffany15@example.com,710,26-35,Married with Kids,30050,Bachelor's,Full-time,72,2025-05-03,87,1
(710)736-9776x82689,geraldgoodman@example.net,632,26-35,Married,28949,High School,Self-employed,89,2025-06-21,99,1
661.537.1343x63856,reyesjamie@example.com,676,26-35,Single,15000,High School,Retired,68,2025-01-21,52,0
649.258.3581x1552,ktate@example.org,689,36-45,Single,47437,High School,Self-employed,24,2025-06-18,70,1
717-466-5450,angelakent@example.net,672,18-25,Married,26404,High School,Full-time,36,2025-01-31,69,1
(374)544-3138x005,joseph83@example.net,582,18-25,Married,31493,Master's,Full-time,27,2025-03-10,44,0
+1-647-824-2701x17135,amiller@example.net,728,46-55,Married with Kids,128308,Master's,Self-employed,56,2025-03-24,100,1
001-695-305-4349,penajames@example.com,657,46-55,Married,58910,Master's,Full-time,50,2025-04-20,91,1
(925)752-9262x61649,mcurry@example.net,626,26-35,Married,35535,Master's,Full-time,70,2025-04-25,88,1
(476)562-7022x6067,amandawilkins@example.com,574,18-25,Married,15000,High School,Part-time,36,2025-06-20,31,0
